date,photo,video
6/14/2015 18:59,0,NA
6/14/2015 19:59,0,NA
6/14/2015 20:59,0,NA
6/14/2015 21:59,0,NA
6/14/2015 22:59,0,NA
6/14/2015 23:59,0,NA
6/15/2015 0:59,0,NA
6/15/2015 1:59,0,NA
6/15/2015 2:59,0,NA
6/15/2015 3:59,0,NA
6/15/2015 4:59,0,NA
6/15/2015 5:59,0,NA
6/15/2015 6:59,0,NA
6/15/2015 7:59,0,NA
6/15/2015 8:59,0,NA
6/15/2015 9:59,0,NA
6/15/2015 10:59,0,NA
6/15/2015 11:59,0,NA
6/15/2015 12:59,0,NA
6/15/2015 13:59,0,NA
6/15/2015 14:59,0,NA
6/15/2015 15:59,0,NA
6/15/2015 16:59,0,NA
6/15/2015 17:59,0,NA
6/15/2015 18:59,0,NA
6/15/2015 19:59,0,NA
6/15/2015 20:59,0,NA
6/15/2015 21:59,0,NA
6/15/2015 22:59,0,NA
6/15/2015 23:59,0,NA
6/16/2015 0:59,0,NA
6/16/2015 1:59,0,NA
6/16/2015 2:59,0,NA
6/16/2015 3:59,0,NA
6/16/2015 4:59,0,NA
6/16/2015 5:59,0,NA
6/16/2015 6:59,0,NA
6/16/2015 7:59,0,NA
6/16/2015 8:59,0,NA
6/16/2015 9:59,0,NA
6/16/2015 10:59,0,NA
6/16/2015 11:59,0,NA
6/16/2015 12:59,0,NA
6/16/2015 13:59,0,NA
6/16/2015 14:59,0,NA
6/16/2015 15:59,0,NA
6/16/2015 16:59,0,NA
6/16/2015 17:59,0,NA
6/16/2015 18:59,0,NA
6/16/2015 19:59,0,NA
6/16/2015 20:59,0,NA
6/16/2015 21:59,0,NA
6/16/2015 22:59,0,NA
6/16/2015 23:59,0,NA
6/17/2015 0:59,0,NA
6/17/2015 1:59,0,NA
6/17/2015 2:59,0,NA
6/17/2015 3:59,0,NA
6/17/2015 4:59,0,NA
6/17/2015 5:59,0,NA
6/17/2015 6:59,0,NA
6/17/2015 7:59,0,NA
6/17/2015 8:59,0,NA
6/17/2015 9:59,0,NA
6/17/2015 10:59,0,NA
6/17/2015 11:59,0,NA
6/17/2015 12:59,0,NA
6/17/2015 13:59,0,NA
6/17/2015 14:59,0,NA
6/17/2015 15:59,0,NA
6/17/2015 16:59,0,NA
6/17/2015 17:59,0,NA
6/17/2015 18:59,0,NA
6/17/2015 19:59,0,NA
6/17/2015 20:59,0,NA
6/17/2015 21:59,0,NA
6/17/2015 22:59,0,NA
6/17/2015 23:59,0,NA
6/18/2015 0:59,0,NA
6/18/2015 1:59,0,NA
6/18/2015 2:59,0,NA
6/18/2015 3:59,0,NA
6/18/2015 4:59,0,NA
6/18/2015 5:59,0,NA
6/18/2015 6:59,0,NA
6/18/2015 7:59,0,NA
6/18/2015 8:59,0,NA
6/18/2015 9:59,0,NA
6/18/2015 10:59,0,NA
6/18/2015 11:59,0,NA
6/18/2015 12:59,0,NA
6/18/2015 13:59,0,NA
6/18/2015 14:59,0,NA
6/18/2015 15:59,0,NA
6/18/2015 16:59,0,NA
6/18/2015 17:59,0,NA
6/18/2015 18:59,0,NA
6/18/2015 19:59,0,NA
6/18/2015 20:59,0,NA
6/18/2015 21:59,0,NA
6/18/2015 22:59,0,NA
6/18/2015 23:59,0,NA
6/19/2015 0:59,0,NA
6/19/2015 1:59,0,NA
6/19/2015 2:59,0,NA
6/19/2015 3:59,0,NA
6/19/2015 4:59,0,NA
6/19/2015 5:59,0,NA
6/19/2015 6:59,0,NA
6/19/2015 7:59,0,NA
6/19/2015 8:59,0,NA
6/19/2015 9:59,0,NA
6/19/2015 10:59,0,NA
6/19/2015 11:59,0,NA
6/19/2015 12:59,0,NA
6/19/2015 13:59,0,NA
6/19/2015 14:59,0,NA
6/19/2015 15:59,0,NA
6/19/2015 16:59,0,NA
6/19/2015 17:59,0,NA
6/19/2015 18:59,0,NA
6/19/2015 19:59,0,NA
6/19/2015 20:59,0,NA
6/19/2015 21:59,0,NA
6/19/2015 22:59,0,NA
6/19/2015 23:59,0,NA
6/20/2015 0:59,0,NA
6/20/2015 1:59,0,NA
6/20/2015 2:59,0,NA
6/20/2015 3:59,0,NA
6/20/2015 4:59,0,NA
6/20/2015 5:59,0,NA
6/20/2015 6:59,0,NA
6/20/2015 7:59,0,NA
6/20/2015 8:59,0,NA
6/20/2015 9:59,0,NA
6/20/2015 10:59,0,NA
6/20/2015 11:59,0,NA
6/20/2015 12:59,0,NA
6/20/2015 13:59,0,NA
6/20/2015 14:59,0,NA
6/20/2015 15:59,0,NA
6/20/2015 16:59,0,NA
6/20/2015 17:59,0,NA
6/20/2015 18:59,0,NA
6/20/2015 19:59,0,NA
6/20/2015 20:59,0,NA
6/20/2015 21:59,0,NA
6/20/2015 22:59,0,NA
6/20/2015 23:59,0,NA
6/21/2015 0:59,0,NA
6/21/2015 1:59,0,NA
6/21/2015 2:59,0,NA
6/21/2015 3:59,0,NA
6/21/2015 4:59,0,NA
6/21/2015 5:59,0,NA
6/21/2015 6:59,0,NA
6/21/2015 7:59,0,NA
6/21/2015 8:59,0,NA
6/21/2015 9:59,0,NA
6/21/2015 10:59,0,NA
6/21/2015 11:59,0,NA
6/21/2015 12:59,0,NA
6/21/2015 13:59,0,NA
6/21/2015 14:59,0,NA
6/21/2015 15:59,0,NA
6/21/2015 16:59,0,NA
6/21/2015 17:59,0,NA
6/21/2015 18:59,0,NA
6/21/2015 19:59,0,NA
6/21/2015 20:59,0,NA
6/21/2015 21:59,0,NA
6/21/2015 22:59,0,NA
6/21/2015 23:59,0,NA
6/22/2015 0:59,0,NA
6/22/2015 1:59,0,NA
6/22/2015 2:59,0,NA
6/22/2015 3:59,-1,NA
6/22/2015 4:59,1,NA
6/22/2015 5:59,0,NA
6/22/2015 6:59,0,NA
6/22/2015 7:59,0,NA
6/22/2015 8:59,0,NA
6/22/2015 9:59,0,NA
6/22/2015 10:59,0,NA
6/22/2015 11:59,-1,NA
6/22/2015 12:59,0,NA
6/22/2015 13:59,1,NA
6/22/2015 14:59,0,NA
6/22/2015 15:59,0,NA
6/22/2015 16:59,0,NA
6/22/2015 17:59,0,NA
6/22/2015 18:59,0,NA
6/22/2015 19:59,0,NA
6/22/2015 20:59,-1,NA
6/22/2015 21:59,0,NA
6/22/2015 22:59,0,NA
6/22/2015 23:59,0,NA
6/23/2015 0:59,0,NA
6/23/2015 1:59,0,NA
6/23/2015 2:59,0,NA
6/23/2015 3:59,0,NA
6/23/2015 4:59,0,NA
6/23/2015 5:59,0,NA
6/23/2015 6:59,0,NA
6/23/2015 7:59,0,NA
6/23/2015 8:59,-1,NA
6/23/2015 9:59,2,2
6/23/2015 10:59,1,NA
6/23/2015 11:59,0,NA
6/23/2015 12:59,0,NA
6/23/2015 13:59,0,NA
6/23/2015 14:59,0,NA
6/23/2015 15:59,0,NA
6/23/2015 16:59,0,NA
6/23/2015 17:59,0,NA
6/23/2015 18:59,0,NA
6/23/2015 19:59,-1,NA
6/23/2015 20:59,-1,NA
6/23/2015 21:59,0,NA
6/23/2015 22:59,1,NA
6/23/2015 23:59,0,NA
6/24/2015 0:59,0,NA
6/24/2015 1:59,0,NA
6/24/2015 2:59,0,NA
6/24/2015 3:59,0,NA
6/24/2015 4:59,1,NA
6/24/2015 5:59,1,NA
6/24/2015 6:59,0,NA
6/24/2015 7:59,0,NA
6/24/2015 8:59,-1,NA
6/24/2015 9:59,0,NA
6/24/2015 10:59,1,NA
6/24/2015 11:59,2,1
6/24/2015 12:59,0,NA
6/24/2015 13:59,0,NA
6/24/2015 14:59,0,NA
6/24/2015 15:59,-1,NA
6/24/2015 16:59,-1,NA
6/24/2015 17:59,0,NA
6/24/2015 18:59,0,NA
6/24/2015 19:59,0,NA
6/24/2015 20:59,0,NA
6/24/2015 21:59,0,NA
6/24/2015 22:59,-1,NA
6/24/2015 23:59,0,NA
6/25/2015 0:59,0,NA
6/25/2015 1:59,0,NA
6/25/2015 2:59,0,NA
6/25/2015 3:59,1,NA
6/25/2015 4:59,0,NA
6/25/2015 5:59,0,NA
6/25/2015 6:59,1,NA
6/25/2015 7:59,0,NA
6/25/2015 8:59,0,NA
6/25/2015 9:59,1,NA
6/25/2015 10:59,-1,NA
6/25/2015 11:59,0,NA
6/25/2015 12:59,2,NA
6/25/2015 13:59,0,NA
6/25/2015 14:59,0,NA
6/25/2015 15:59,0,NA
6/25/2015 16:59,0,NA
6/25/2015 17:59,-1,NA
6/25/2015 18:59,0,NA
6/25/2015 19:59,0,NA
6/25/2015 20:59,1,NA
6/25/2015 21:59,0,NA
6/25/2015 22:59,0,NA
6/25/2015 23:59,0,NA
6/26/2015 0:59,0,NA
6/26/2015 1:59,0,NA
6/26/2015 2:59,0,NA
6/26/2015 3:59,1,NA
6/26/2015 4:59,0,NA
6/26/2015 5:59,0,NA
6/26/2015 6:59,-1,NA
6/26/2015 7:59,0,NA
6/26/2015 8:59,0,NA
6/26/2015 9:59,0,NA
6/26/2015 10:59,0,NA
6/26/2015 11:59,0,NA
6/26/2015 12:59,0,NA
6/26/2015 13:59,0,NA
6/26/2015 14:59,0,NA
6/26/2015 15:59,0,NA
6/26/2015 16:59,0,NA
6/26/2015 17:59,0,NA
6/26/2015 18:59,0,NA
6/26/2015 19:59,0,NA
6/26/2015 20:59,0,NA
6/26/2015 21:59,0,NA
6/26/2015 22:59,0,NA
6/26/2015 23:59,0,NA
6/27/2015 0:59,0,NA
6/27/2015 1:59,0,NA
6/27/2015 2:59,0,NA
6/27/2015 3:59,0,NA
6/27/2015 4:59,0,NA
6/27/2015 5:59,0,NA
6/27/2015 6:59,0,NA
6/27/2015 7:59,0,NA
6/27/2015 8:59,0,NA
6/27/2015 9:59,0,NA
6/27/2015 10:59,0,NA
6/27/2015 11:59,0,NA
6/27/2015 12:59,0,NA
6/27/2015 13:59,0,NA
6/27/2015 14:59,0,NA
6/27/2015 15:59,0,NA
6/27/2015 16:59,0,NA
6/27/2015 17:59,0,NA
6/27/2015 18:59,0,NA
6/27/2015 19:59,0,NA
6/27/2015 20:59,0,NA
6/27/2015 21:59,0,NA
6/27/2015 22:59,0,NA
6/27/2015 23:59,0,NA
6/28/2015 0:59,0,NA
6/28/2015 1:59,0,NA
6/28/2015 2:59,0,NA
6/28/2015 3:59,2,NA
6/28/2015 4:59,0,NA
6/28/2015 5:59,-1,NA
6/28/2015 6:59,-1,NA
6/28/2015 7:59,0,NA
6/28/2015 8:59,2,NA
6/28/2015 9:59,0,NA
6/28/2015 10:59,1,NA
6/28/2015 11:59,0,NA
6/28/2015 12:59,-1,NA
6/28/2015 13:59,0,NA
6/28/2015 14:59,0,NA
6/28/2015 15:59,0,NA
6/28/2015 16:59,0,NA
6/28/2015 17:59,0,NA
6/28/2015 18:59,0,NA
6/28/2015 19:59,0,NA
6/28/2015 20:59,0,NA
6/28/2015 21:59,-1,NA
6/28/2015 22:59,0,NA
6/28/2015 23:59,0,NA
6/29/2015 0:59,0,NA
6/29/2015 1:59,0,NA
6/29/2015 2:59,0,NA
6/29/2015 3:59,0,NA
6/29/2015 4:59,0,NA
6/29/2015 5:59,1,NA
6/29/2015 6:59,0,NA
6/29/2015 7:59,0,NA
6/29/2015 8:59,0,NA
6/29/2015 9:59,0,NA
6/29/2015 10:59,0,NA
6/29/2015 11:59,0,NA
6/29/2015 12:59,0,NA
6/29/2015 13:59,-1,NA
6/29/2015 14:59,1,NA
6/29/2015 15:59,1,NA
6/29/2015 16:59,0,NA
6/29/2015 17:59,0,NA
6/29/2015 18:59,0,NA
6/29/2015 19:59,0,NA
6/29/2015 20:59,0,NA
6/29/2015 21:59,0,NA
6/29/2015 22:59,0,NA
6/29/2015 23:59,0,NA
6/30/2015 0:59,1,NA
6/30/2015 1:59,0,NA
6/30/2015 2:59,0,NA
6/30/2015 3:59,0,NA
6/30/2015 4:59,0,NA
6/30/2015 5:59,0,NA
6/30/2015 6:59,0,NA
6/30/2015 7:59,0,NA
6/30/2015 8:59,-1,NA
6/30/2015 9:59,0,NA
6/30/2015 10:59,0,NA
6/30/2015 11:59,0,NA
6/30/2015 12:59,0,NA
6/30/2015 13:59,0,NA
6/30/2015 14:59,1,NA
6/30/2015 15:59,0,NA
6/30/2015 16:59,0,NA
6/30/2015 17:59,0,NA
6/30/2015 18:59,0,NA
6/30/2015 19:59,0,NA
6/30/2015 20:59,0,NA
6/30/2015 21:59,-1,NA
6/30/2015 22:59,0,NA
6/30/2015 23:59,0,NA
7/1/2015 0:59,0,NA
7/1/2015 1:59,0,NA
7/1/2015 2:59,0,NA
7/1/2015 3:59,0,NA
7/1/2015 4:59,0,NA
7/1/2015 5:59,0,NA
7/1/2015 6:59,0,NA
7/1/2015 7:59,0,NA
7/1/2015 8:59,0,NA
7/1/2015 9:59,0,NA
7/1/2015 10:59,0,NA
7/1/2015 11:59,0,NA
7/1/2015 12:59,0,NA
7/1/2015 13:59,0,NA
7/1/2015 14:59,0,NA
7/1/2015 15:59,0,NA
7/1/2015 16:59,0,NA
7/1/2015 17:59,1,NA
7/1/2015 18:59,0,NA
7/1/2015 19:59,0,NA
7/1/2015 20:59,1,NA
7/1/2015 21:59,0,NA
7/1/2015 22:59,0,NA
7/1/2015 23:59,1,NA
7/2/2015 0:59,0,NA
7/2/2015 1:59,0,NA
7/2/2015 2:59,0,NA
7/2/2015 3:59,0,NA
7/2/2015 4:59,0,NA
7/2/2015 5:59,0,NA
7/2/2015 6:59,0,NA
7/2/2015 7:59,0,NA
7/2/2015 8:59,0,NA
7/2/2015 9:59,0,NA
7/2/2015 10:59,0,NA
7/2/2015 11:59,0,NA
7/2/2015 12:59,0,NA
7/2/2015 13:59,0,NA
7/2/2015 14:59,0,NA
7/2/2015 15:59,-1,NA
7/2/2015 16:59,0,NA
7/2/2015 17:59,0,NA
7/2/2015 18:59,1,NA
7/2/2015 19:59,0,NA
7/2/2015 20:59,0,NA
7/2/2015 21:59,0,NA
7/2/2015 22:59,0,NA
7/2/2015 23:59,1,NA
7/3/2015 0:59,0,NA
7/3/2015 1:59,0,NA
7/3/2015 2:59,0,NA
7/3/2015 3:59,0,NA
7/3/2015 4:59,0,NA
7/3/2015 5:59,0,NA
7/3/2015 6:59,0,NA
7/3/2015 7:59,0,NA
7/3/2015 8:59,0,NA
7/3/2015 9:59,0,NA
7/3/2015 10:59,0,NA
7/3/2015 11:59,0,NA
7/3/2015 12:59,NA,NA
7/3/2015 13:59,NA,NA
7/3/2015 14:59,NA,NA
7/3/2015 15:59,NA,NA
7/3/2015 16:59,NA,NA
7/3/2015 17:59,NA,NA
7/3/2015 18:59,NA,NA
7/3/2015 19:59,NA,NA
7/3/2015 20:59,NA,NA
7/3/2015 21:59,NA,NA
7/3/2015 22:59,NA,NA
7/3/2015 23:59,NA,NA
7/4/2015 0:59,NA,NA
7/4/2015 1:59,NA,NA
7/4/2015 2:59,NA,NA
7/4/2015 3:59,NA,NA
7/4/2015 4:59,NA,NA
7/4/2015 5:59,NA,NA
7/4/2015 6:59,NA,NA
7/4/2015 7:59,NA,NA
7/4/2015 8:59,NA,NA
7/4/2015 9:59,NA,NA
7/4/2015 10:59,NA,NA
7/4/2015 11:59,NA,NA
7/4/2015 12:59,NA,NA
7/4/2015 13:59,NA,NA
7/4/2015 14:59,NA,NA
7/4/2015 15:59,NA,NA
7/4/2015 16:59,NA,NA
7/4/2015 17:59,NA,NA
7/4/2015 18:59,NA,NA
7/4/2015 19:59,NA,NA
7/4/2015 20:59,NA,NA
7/4/2015 21:59,NA,NA
7/4/2015 22:59,NA,NA
7/4/2015 23:59,NA,NA
7/5/2015 0:59,NA,NA
7/5/2015 1:59,NA,NA
7/5/2015 2:59,NA,NA
7/5/2015 3:59,NA,NA
7/5/2015 4:59,NA,NA
7/5/2015 5:59,NA,NA
7/5/2015 6:59,NA,NA
7/5/2015 7:59,NA,NA
7/5/2015 8:59,NA,NA
7/5/2015 9:59,NA,NA
7/5/2015 10:59,NA,NA
7/5/2015 11:59,NA,NA
7/5/2015 12:59,NA,NA
7/5/2015 13:59,NA,NA
7/5/2015 14:59,NA,NA
7/5/2015 15:59,NA,NA
7/5/2015 16:59,NA,NA
7/5/2015 17:59,NA,NA
7/5/2015 18:59,NA,NA
7/5/2015 19:59,NA,NA
7/5/2015 20:59,NA,NA
7/5/2015 21:59,NA,NA
7/5/2015 22:59,NA,NA
7/5/2015 23:59,NA,NA
7/6/2015 0:59,NA,NA
7/6/2015 1:59,NA,NA
7/6/2015 2:59,NA,NA
7/6/2015 3:59,NA,NA
7/6/2015 4:59,NA,NA
7/6/2015 5:59,NA,NA
7/6/2015 6:59,NA,NA
7/6/2015 7:59,NA,NA
7/6/2015 8:59,NA,NA
7/6/2015 9:59,NA,NA
7/6/2015 10:59,NA,NA
7/6/2015 11:59,NA,NA
7/6/2015 12:59,NA,NA
7/6/2015 13:59,NA,NA
7/6/2015 14:59,NA,NA
7/6/2015 15:59,NA,NA
7/6/2015 16:59,NA,NA
7/6/2015 17:59,NA,NA
7/6/2015 18:59,NA,NA
7/6/2015 19:59,NA,NA
7/6/2015 20:59,NA,NA
7/6/2015 21:59,NA,NA
7/6/2015 22:59,NA,NA
7/6/2015 23:59,NA,NA
7/7/2015 0:59,NA,NA
7/7/2015 1:59,NA,NA
7/7/2015 2:59,NA,NA
7/7/2015 3:59,NA,NA
7/7/2015 4:59,NA,NA
7/7/2015 5:59,NA,NA
7/7/2015 6:59,NA,NA
7/7/2015 7:59,NA,NA
7/7/2015 8:59,NA,NA
7/7/2015 9:59,NA,NA
7/7/2015 10:59,NA,NA
7/7/2015 11:59,NA,NA
7/7/2015 12:59,NA,NA
7/7/2015 13:59,0,NA
7/7/2015 14:59,0,NA
7/7/2015 15:59,0,NA
7/7/2015 16:59,0,NA
7/7/2015 17:59,0,NA
7/7/2015 18:59,0,NA
7/7/2015 19:59,0,NA
7/7/2015 20:59,0,NA
7/7/2015 21:59,0,NA
7/7/2015 22:59,0,NA
7/7/2015 23:59,4,NA
7/8/2015 0:59,1,NA
7/8/2015 1:59,0,NA
7/8/2015 2:59,0,NA
7/8/2015 3:59,0,NA
7/8/2015 4:59,1,NA
7/8/2015 5:59,-2,NA
7/8/2015 6:59,0,NA
7/8/2015 7:59,0,NA
7/8/2015 8:59,0,NA
7/8/2015 9:59,0,NA
7/8/2015 10:59,0,NA
7/8/2015 11:59,-1,NA
7/8/2015 12:59,0,NA
7/8/2015 13:59,0,NA
7/8/2015 14:59,0,NA
7/8/2015 15:59,0,NA
7/8/2015 16:59,-1,NA
7/8/2015 17:59,0,NA
7/8/2015 18:59,0,NA
7/8/2015 19:59,0,NA
7/8/2015 20:59,0,NA
7/8/2015 21:59,0,NA
7/8/2015 22:59,0,NA
7/8/2015 23:59,1,NA
7/9/2015 0:59,0,NA
7/9/2015 1:59,0,NA
7/9/2015 2:59,0,NA
7/9/2015 3:59,0,NA
7/9/2015 4:59,0,NA
7/9/2015 5:59,0,NA
7/9/2015 6:59,0,NA
7/9/2015 7:59,0,NA
7/9/2015 8:59,0,NA
7/9/2015 9:59,0,NA
7/9/2015 10:59,0,NA
7/9/2015 11:59,0,NA
7/9/2015 12:59,0,NA
7/9/2015 13:59,0,NA
7/9/2015 14:59,0,NA
7/9/2015 15:59,-1,NA
7/9/2015 16:59,0,NA
7/9/2015 17:59,0,NA
7/9/2015 18:59,0,NA
7/9/2015 19:59,0,NA
7/9/2015 20:59,0,NA
7/9/2015 21:59,0,NA
7/9/2015 22:59,0,NA
7/9/2015 23:59,0,NA
7/10/2015 0:59,0,NA
7/10/2015 1:59,0,NA
7/10/2015 2:59,0,NA
7/10/2015 3:59,0,NA
7/10/2015 4:59,3,NA
7/10/2015 5:59,2,NA
7/10/2015 6:59,0,NA
7/10/2015 7:59,0,NA
7/10/2015 8:59,-1,NA
7/10/2015 9:59,0,NA
7/10/2015 10:59,-1,NA
7/10/2015 11:59,0,NA
7/10/2015 12:59,0,NA
7/10/2015 13:59,0,NA
7/10/2015 14:59,0,NA
7/10/2015 15:59,0,NA
7/10/2015 16:59,0,NA
7/10/2015 17:59,1,NA
7/10/2015 18:59,0,NA
7/10/2015 19:59,0,NA
7/10/2015 20:59,-1,NA
7/10/2015 21:59,1,NA
7/10/2015 22:59,0,NA
7/10/2015 23:59,-1,NA
7/11/2015 0:59,0,NA
7/11/2015 1:59,0,NA
7/11/2015 2:59,0,NA
7/11/2015 3:59,0,NA
7/11/2015 4:59,1,NA
7/11/2015 5:59,0,NA
7/11/2015 6:59,0,NA
7/11/2015 7:59,0,NA
7/11/2015 8:59,0,NA
7/11/2015 9:59,0,NA
7/11/2015 10:59,0,NA
7/11/2015 11:59,0,NA
7/11/2015 12:59,0,NA
7/11/2015 13:59,0,NA
7/11/2015 14:59,1,NA
7/11/2015 15:59,0,NA
7/11/2015 16:59,1,NA
7/11/2015 17:59,-1,NA
7/11/2015 18:59,0,NA
7/11/2015 19:59,0,NA
7/11/2015 20:59,0,NA
7/11/2015 21:59,0,NA
7/11/2015 22:59,0,NA
7/11/2015 23:59,2,NA
7/12/2015 0:59,0,NA
7/12/2015 1:59,0,NA
7/12/2015 2:59,0,NA
7/12/2015 3:59,0,NA
7/12/2015 4:59,0,NA
7/12/2015 5:59,0,NA
7/12/2015 6:59,0,NA
7/12/2015 7:59,0,NA
7/12/2015 8:59,0,NA
7/12/2015 9:59,0,NA
7/12/2015 10:59,0,NA
7/12/2015 11:59,0,NA
7/12/2015 12:59,0,NA
7/12/2015 13:59,0,NA
7/12/2015 14:59,0,NA
7/12/2015 15:59,0,NA
7/12/2015 16:59,0,NA
7/12/2015 17:59,0,NA
7/12/2015 18:59,0,NA
7/12/2015 19:59,0,NA
7/12/2015 20:59,0,NA
7/12/2015 21:59,0,NA
7/12/2015 22:59,0,NA
7/12/2015 23:59,0,NA
7/13/2015 0:59,0,NA
7/13/2015 1:59,0,NA
7/13/2015 2:59,0,NA
7/13/2015 3:59,0,NA
7/13/2015 4:59,0,NA
7/13/2015 5:59,0,NA
7/13/2015 6:59,0,NA
7/13/2015 7:59,0,NA
7/13/2015 8:59,0,NA
7/13/2015 9:59,0,NA
7/13/2015 10:59,0,NA
7/13/2015 11:59,0,NA
7/13/2015 12:59,0,NA
7/13/2015 13:59,0,NA
7/13/2015 14:59,0,NA
7/13/2015 15:59,0,NA
7/13/2015 16:59,0,NA
7/13/2015 17:59,0,NA
7/13/2015 18:59,0,NA
7/13/2015 19:59,0,NA
7/13/2015 20:59,0,NA
7/13/2015 21:59,0,NA
7/13/2015 22:59,0,NA
7/13/2015 23:59,0,NA
7/14/2015 0:59,0,NA
7/14/2015 1:59,0,NA
7/14/2015 2:59,0,NA
7/14/2015 3:59,0,NA
7/14/2015 4:59,0,NA
7/14/2015 5:59,0,NA
7/14/2015 6:59,0,NA
7/14/2015 7:59,0,NA
7/14/2015 8:59,0,NA
7/14/2015 9:59,0,NA
7/14/2015 10:59,0,NA
7/14/2015 11:59,0,NA
7/14/2015 12:59,-1,NA
7/14/2015 13:59,-1,NA
7/14/2015 14:59,0,NA
7/14/2015 15:59,0,NA
7/14/2015 16:59,0,NA
7/14/2015 17:59,0,NA
7/14/2015 18:59,-1,NA
7/14/2015 19:59,1,NA
7/14/2015 20:59,1,NA
7/14/2015 21:59,0,NA
7/14/2015 22:59,5,NA
7/14/2015 23:59,11,NA
7/15/2015 0:59,0,NA
7/15/2015 1:59,0,NA
7/15/2015 2:59,0,NA
7/15/2015 3:59,0,NA
7/15/2015 4:59,0,NA
7/15/2015 5:59,0,NA
7/15/2015 6:59,4,NA
7/15/2015 7:59,-1,NA
7/15/2015 8:59,1,NA
7/15/2015 9:59,1,NA
7/15/2015 10:59,0,NA
7/15/2015 11:59,0,NA
7/15/2015 12:59,0,NA
7/15/2015 13:59,0,NA
7/15/2015 14:59,1,NA
7/15/2015 15:59,0,NA
7/15/2015 16:59,0,NA
7/15/2015 17:59,0,NA
7/15/2015 18:59,0,NA
7/15/2015 19:59,0,NA
7/15/2015 20:59,0,NA
7/15/2015 21:59,0,NA
7/15/2015 22:59,0,NA
7/15/2015 23:59,0,NA
7/16/2015 0:59,0,NA
7/16/2015 1:59,0,NA
7/16/2015 2:59,0,NA
7/16/2015 3:59,0,NA
7/16/2015 4:59,0,NA
7/16/2015 5:59,0,NA
7/16/2015 6:59,0,NA
7/16/2015 7:59,0,NA
7/16/2015 8:59,0,NA
7/16/2015 9:59,1,NA
7/16/2015 10:59,0,NA
7/16/2015 11:59,0,NA
7/16/2015 12:59,0,NA
7/16/2015 13:59,0,NA
7/16/2015 14:59,0,NA
7/16/2015 15:59,0,NA
7/16/2015 16:59,0,NA
7/16/2015 17:59,0,NA
7/16/2015 18:59,0,NA
7/16/2015 19:59,0,NA
7/16/2015 20:59,0,NA
7/16/2015 21:59,1,NA
7/16/2015 22:59,0,NA
7/16/2015 23:59,0,NA
7/17/2015 0:59,0,NA
7/17/2015 1:59,0,NA
7/17/2015 2:59,0,NA
7/17/2015 3:59,0,NA
7/17/2015 4:59,0,NA
7/17/2015 5:59,2,NA
7/17/2015 6:59,0,NA
7/17/2015 7:59,0,NA
7/17/2015 8:59,0,NA
7/17/2015 9:59,0,NA
7/17/2015 10:59,0,NA
7/17/2015 11:59,0,NA
7/17/2015 12:59,0,NA
7/17/2015 13:59,0,NA
7/17/2015 14:59,0,NA
7/17/2015 15:59,0,NA
7/17/2015 16:59,0,NA
7/17/2015 17:59,0,NA
7/17/2015 18:59,0,NA
7/17/2015 19:59,0,NA
7/17/2015 20:59,0,NA
7/17/2015 21:59,0,NA
7/17/2015 22:59,0,NA
7/17/2015 23:59,3,NA
7/18/2015 0:59,0,NA
7/18/2015 1:59,0,NA
